,Time,CO2_sillburp,CO2_silli
537,136225.26636225265,28.710583793659787,22.545922286910475
538,136478.94469812277,28.653789096547143,22.49686461039766
539,136732.6230339929,28.59720813911556,22.44799728040535
540,136986.301369863,28.54083971871109,22.39931935729322
541,137239.97970573313,28.484682641713125,22.350829907344004
542,137493.65804160325,28.428735723427764,22.30252800269096
543,137747.33637747337,28.37299778804507,22.25441272129073
544,138001.01471334347,28.31746766849415,22.20648314682351
545,138254.6930492136,28.26214420645997,22.158738368692042
546,138508.3713850837,28.20702625219748,22.111177481953195
547,138762.04972095383,28.15211266451817,22.063799587253747
548,139015.72805682395,28.09740231067481,22.016603790791063
549,139269.40639269407,28.042894066325815,21.96958920428304
550,139523.08472856416,27.988586815423176,21.92275494489113
551,139776.7630644343,27.934479450140312,21.876100135184206
552,140030.4414003044,27.880570870805997,21.829623903088233
553,140284.11973617453,27.82685998584077,21.783325381865293
554,140537.79807204465,27.773345711645668,21.737203710016793
555,140791.47640791477,27.720026972575823,21.691258031293113
556,141045.15474378486,27.66690270083328,21.6454874946064
557,141298.83307965499,27.613971836422106,21.599891254023472
558,141552.5114155251,27.561233327042395,21.55446846866983
559,141806.18975139523,27.508686128054407,21.509218302754316
560,142059.86808726535,27.45632920241659,21.464139925485913
561,142313.54642313547,27.40416152056923,21.41923251100923
562,142567.22475900556,27.352182060387968,21.374495238421133
563,142820.90309487568,27.30038980718661,21.329927291691178
564,143074.5814307458,27.248783753509397,21.285527859638524
565,143328.25976661593,27.19736289920731,21.24129613584523
566,143581.93810248605,27.14612625127991,21.19723131871425
567,143835.61643835617,27.09507282384953,21.153332611327837
568,144089.29477422626,27.044201638111318,21.109599221458947
569,144342.97311009638,26.993511722212645,21.0660303615362
570,144596.6514459665,26.943002111264676,21.022625248603013
571,144850.32978183663,26.89267184723439,20.97938310423384
572,145104.00811770675,26.842519978885996,20.936303154589318
573,145357.68645357687,26.792545561738088,20.893384630300783
574,145611.364789447,26.74274765801119,20.85062676644894
575,145865.04312531708,26.693125336516257,20.8080288025688
576,146118.7214611872,26.64367767267539,20.765589982554932
577,146372.39979705733,26.594403748404964,20.723309554693742
578,146626.07813292745,26.54530265206972,20.68118677156755
579,146879.75646879757,26.496373478441104,20.639220890034363
580,147133.4348046677,26.447615328641923,20.597411171252137
581,147387.11314053778,26.399027310070494,20.55575688054625
582,147640.7914764079,26.350608536366046,20.514257287469817
583,147894.46981227802,26.302358127339907,20.472911665717216
584,148148.14814814815,26.254275208941706,20.431719293096606
585,148401.82648401827,26.206358913181113,20.39067945152188
586,148655.5048198884,26.1586083780997,20.349791426960238
587,148909.18315575848,26.111022747688153,20.309054509401424
588,149162.8614916286,26.06360117188934,20.268467992860465
589,149416.53982749872,26.016342806466547,20.228031175289658
590,149670.21816336885,25.96924681304044,20.187743358590684
591,149923.89649923897,25.92231235897841,20.14760384857127
592,150177.5748351091,25.87553861735639,20.107611954929304
593,150431.25317097918,25.828924766942762,20.06776699120446
594,150684.9315068493,25.78246999210009,20.02806827475229
595,150938.60984271942,25.73617348278675,19.9885151267237
596,151192.28817858954,25.69003443445958,19.949106872051473
597,151445.96651445967,25.64405204808507,19.909842839366583
598,151699.6448503298,25.598225530025605,19.87072236106682
599,151953.32318619988,25.552554092055374,19.831744773161102
600,152207.00152207,25.507036951272013,19.792909415379782
601,152460.67985794012,25.46167333008651,19.754215631048545
602,152714.35819381024,25.41646245613984,19.71566276708412
603,152968.03652968036,25.371403562300408,19.677250174015057
604,153221.7148655505,25.32649588656912,19.638977205892154
605,153475.3932014206,25.281738672103238,19.600843220296543
606,153729.0715372907,25.237131167098823,19.562847578316436
607,153982.74987316082,25.19267262481911,19.524989644500195
608,154236.42820903094,25.148362303503436,19.4872687868768
609,154490.10654490106,25.104199466344312,19.449684376856435
610,154743.78488077119,25.06018338142978,19.41223578928107
611,154997.4632166413,25.01631332174421,19.374922402358898
612,155251.1415525114,24.972588565087,19.337743597659728
613,155504.81988838152,24.92900839403123,19.30069876008085
614,155758.49822425164,24.885572095926133,19.263787277806575
615,156012.17656012176,24.842278962808447,19.227008542329603
616,156265.85489599188,24.79912829139586,19.190361948395555
617,156519.533231862,24.756119383045387,19.15384689397861
618,156773.2115677321,24.71325154369162,19.117462780287582
619,157026.88990360222,24.670524083837215,19.081209011710758
620,157280.56823947234,24.627936318503103,19.04508499579535
621,157534.24657534246,24.58548756719528,19.009090143274253
622,157787.92491121258,24.543177153859432,18.97322386797308
623,158041.6032470827,24.501004406850026,18.937485586853388
624,158295.2815829528,24.458968658914173,18.901874719939887
625,158548.95991882292,24.417069247100557,18.866390690326337
626,158802.63825469304,24.37530551281621,18.8310329241786
627,159056.31659056316,24.333676801669398,18.795800850637217
628,159309.99492643328,24.29218246357016,18.760693901892793
629,159563.6732623034,24.25082185257344,18.725711513098506
630,159817.3515981735,24.209594326935367,18.690853122361194
631,160071.02993404362,24.168499249024283,18.656118170752226
632,160324.70826991374,24.127535985318453,18.621506102270438
633,160578.38660578386,24.086703906369564,18.587016363790546
634,160832.06494165398,24.04600238674575,18.55264840510721
635,161085.7432775241,24.00543080501882,18.518401678865022
636,161339.42161339422,23.964988543748227,18.484275640545377
637,161593.09994926432,23.924674989410953,18.450269748491746
638,161846.77828513444,23.884489532408594,18.416383463836844
639,162100.45662100456,23.84443156700485,18.38261625051249
640,162354.13495687468,23.80450049130276,18.348967575212136
641,162607.8132927448,23.7646957072482,18.31543690740909
642,162861.49162861492,23.7250166205419,18.282023719316168
643,163115.16996448502,23.685462640662635,18.24872748583331
644,163368.84830035514,23.646033180777255,18.215547684608463
645,163622.52663622526,23.60672765780211,18.182483795950574
646,163876.20497209538,23.567545492263367,18.1495353028465
647,164129.8833079655,23.528486108375052,18.116701690936637
648,164383.56164383562,23.48954893392457,18.08398244849629
649,164637.23997970572,23.450733400295352,18.0513770664184
650,164890.91831557584,23.41203894241515,18.01888503820487
651,165144.59665144596,23.37346499875565,17.986505859938188
652,165398.27498731608,23.33501101126014,17.954239030277495
653,165651.9533231862,23.29667642536927,17.922084050431014
654,165905.63165905632,23.258460689937642,17.890040424143006
655,166159.3099949264,23.220363257263887,17.858107657694
656,166412.98833079654,23.182383583016932,17.826285259849826
657,166666.66666666666,23.144521126247334,17.79457274189947
658,166920.34500253678,23.106775349327222,17.76296961757506
659,167174.0233384069,23.06914571795212,17.73147540308327
660,167427.70167427702,23.031631701099318,17.700089617083158
661,167681.3800101471,22.994232771002117,17.668811780655865
662,167935.05834601723,22.95694840314654,17.637641417293587
663,168188.73668188736,22.91977807621988,17.60657805290947
664,168442.41501775748,22.88272127209515,17.575621215792932
665,168696.0933536276,22.845777475802446,17.544770436590962
666,168949.77168949772,22.808946175530853,17.514025248315445
667,169203.45002536784,22.77222686255676,17.483385186352784
668,169457.12836123793,22.735619031276233,17.452849788363295
669,169710.80669710806,22.699122179129645,17.422418594366274
670,169964.48503297818,22.662735806617405,17.392091146675813
671,170218.1633688483,22.62645941723774,17.361866989865916
